annee,annotation_basis,barème_suggéré,chapitre,competence,definition,exact_wording,explication,figure,id,importance,label,language,niveau,quality_notes,question,record_type,region,reponse_attendue,requires_teacher_review,roman,session,source_ids,source_status,split,synthetic,terme,texte,type_information,validation_status,vocabulary_scope
,synthèse paraphrasée de plusieurs sources pédagogiques,,1,,,False,,,LBM-C1-CONT-060,essentielle,Solitude au milieu du groupe,fr,avance,,,content_annotation,,,True,La Boîte à merveilles,,"SRC_RESUME_PROFSAMAD, SRC_ANALYSE_LFRANCAIS, SRC_BILAN_APPRENTI, SRC_ANALYSE_APPFRANCAIS",,train,False,,Le contraste entre le bruit de la communauté et l'isolement intérieur de l'enfant constitue une tension centrale du chapitre.,idee_essentielle,revue_provisoire_assistant,
,,,1,,Rue qui ne possède pas de sortie.,False,,,LBM-C1-VOC-001,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,validation,False,impasse,Définition de « impasse » : Rue qui ne possède pas de sortie.,vocabulaire,revue_provisoire_assistant,vocabulaire_oeuvre
,,,1,,Personne qui affirme pouvoir connaître l'avenir ou l'invisible.,False,,,LBM-C1-VOC-002,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,validation,False,voyante,Définition de « voyante » : Personne qui affirme pouvoir connaître l'avenir ou l'invisible.,vocabulaire,revue_provisoire_assistant,vocabulaire_oeuvre
,,,1,,Maître qui enseigne dans l'école coranique.,False,,,LBM-C1-VOC-003,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,fqih,Définition de « fqih » : Maître qui enseigne dans l'école coranique.,vocabulaire,revue_provisoire_assistant,vocabulaire_oeuvre
,,,1,,École coranique traditionnelle.,False,,,LBM-C1-VOC-004,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,Msid,Définition de « Msid » : École coranique traditionnelle.,vocabulaire,revue_provisoire_assistant,vocabulaire_oeuvre
,,,1,,Bain public traditionnel.,False,,,LBM-C1-VOC-005,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,hammam,Définition de « hammam » : Bain public traditionnel.,vocabulaire,revue_provisoire_assistant,vocabulaire_oeuvre
,,,1,,Vêtement long traditionnel porté au Maroc.,False,,,LBM-C1-VOC-006,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,djellaba,Définition de « djellaba » : Vêtement long traditionnel porté au Maroc.,vocabulaire,revue_provisoire_assistant,vocabulaire_oeuvre
,,,1,,Grande pièce de tissu servant de voile et de vêtement extérieur.,False,,,LBM-C1-VOC-007,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,haïk,Définition de « haïk » : Grande pièce de tissu servant de voile et de vêtement extérieur.,vocabulaire,revue_provisoire_assistant,vocabulaire_oeuvre
,,,1,,Ensemble des personnes qui habitent près les unes des autres.,False,,,LBM-C1-VOC-008,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,voisinage,Définition de « voisinage » : Ensemble des personnes qui habitent près les unes des autres.,vocabulaire,revue_provisoire_assistant,vocabulaire_general
,,,1,,État d'une personne qui se sent seule.,False,,,LBM-C1-VOC-009,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,solitude,Définition de « solitude » : État d'une personne qui se sent seule.,vocabulaire,revue_provisoire_assistant,vocabulaire_general
,,,1,,Image ou événement du passé conservé dans la mémoire.,False,,,LBM-C1-VOC-010,importante,,fr,debutant,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,souvenir,Définition de « souvenir » : Image ou événement du passé conservé dans la mémoire.,vocabulaire,revue_provisoire_assistant,vocabulaire_general
,,,1,,Ensemble de gestes accomplis selon une tradition précise.,False,,,LBM-C1-VOC-011,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,validation,False,rituel,Définition de « rituel » : Ensemble de gestes accomplis selon une tradition précise.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Proximité imposée entre plusieurs personnes dans un espace réduit.,False,,,LBM-C1-VOC-012,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,validation,False,promiscuité,Définition de « promiscuité » : Proximité imposée entre plusieurs personnes dans un espace réduit.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Croyance attribuant une influence surnaturelle à certains signes ou pratiques.,False,,,LBM-C1-VOC-013,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,superstition,Définition de « superstition » : Croyance attribuant une influence surnaturelle à certains signes ou pratiques.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Voix qui raconte l'histoire dans un récit.,False,,,LBM-C1-VOC-014,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,narrateur,Définition de « narrateur » : Voix qui raconte l'histoire dans un récit.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Qui raconte ou transforme des éléments de la vie de l'auteur.,False,,,LBM-C1-VOC-015,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,autobiographique,Définition de « autobiographique » : Qui raconte ou transforme des éléments de la vie de l'auteur.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Retour du récit vers des événements du passé.,False,,,LBM-C1-VOC-016,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,rétrospection,Définition de « rétrospection » : Retour du récit vers des événements du passé.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Petit récit portant sur un événement particulier.,False,,,LBM-C1-VOC-017,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,anecdote,Définition de « anecdote » : Petit récit portant sur un événement particulier.,vocabulaire,revue_provisoire_assistant,vocabulaire_general
,,,1,,Échange conflictuel entre plusieurs personnes.,False,,,LBM-C1-VOC-018,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,dispute,Définition de « dispute » : Échange conflictuel entre plusieurs personnes.,vocabulaire,revue_provisoire_assistant,vocabulaire_general
,,,1,,Action de rendre propre ou symboliquement pur.,False,,,LBM-C1-VOC-019,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,purification,Définition de « purification » : Action de rendre propre ou symboliquement pur.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Lieu réel ou imaginaire où une personne se sent protégée.,False,,,LBM-C1-VOC-020,importante,,fr,intermediaire,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,refuge,Définition de « refuge » : Lieu réel ou imaginaire où une personne se sent protégée.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse
,,,1,,Retour en arrière par lequel le récit évoque un événement antérieur.,False,,,LBM-C1-VOC-021,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,validation,False,analepse,Définition de « analepse » : Retour en arrière par lequel le récit évoque un événement antérieur.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Point de vue qui limite les informations à la perception d'un personnage.,False,,,LBM-C1-VOC-022,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,validation,False,focalisation interne,Définition de « focalisation interne » : Point de vue qui limite les informations à la perception d'un personnage.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Analyse de ses propres pensées et sentiments.,False,,,LBM-C1-VOC-023,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,introspection,Définition de « introspection » : Analyse de ses propres pensées et sentiments.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Fonction par laquelle un objet ou un lieu représente une idée plus large.,False,,,LBM-C1-VOC-024,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,symbolisme,Définition de « symbolisme » : Fonction par laquelle un objet ou un lieu représente une idée plus large.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Petit univers qui reproduit les caractéristiques d'un ensemble plus vaste.,False,,,LBM-C1-VOC-025,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,microcosme,Définition de « microcosme » : Petit univers qui reproduit les caractéristiques d'un ensemble plus vaste.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Organisation et perception du temps dans un récit.,False,,,LBM-C1-VOC-026,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,temporalité,Définition de « temporalité » : Organisation et perception du temps dans un récit.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Présence du point de vue personnel dans la représentation du réel.,False,,,LBM-C1-VOC-027,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,subjectivité,Définition de « subjectivité » : Présence du point de vue personnel dans la représentation du réel.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Caractéristiques liées à la parole et à la transmission orale.,False,,,LBM-C1-VOC-028,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,oralité,Définition de « oralité » : Caractéristiques liées à la parole et à la transmission orale.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,"Qui mobilise plusieurs sensations comme la vue, l'ouïe et le toucher.",False,,,LBM-C1-VOC-029,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,polysensoriel,"Définition de « polysensoriel » : Qui mobilise plusieurs sensations comme la vue, l'ouïe et le toucher.",vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,Mise en relation de deux idées ou réalités contrastées.,False,,,LBM-C1-VOC-030,importante,,fr,avance,,,vocabulary,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,test,False,opposition,Définition de « opposition » : Mise en relation de deux idées ou réalités contrastées.,vocabulaire,revue_provisoire_assistant,vocabulaire_analyse_litteraire
,,,1,,,False,Le rapprochement est introduit par « aussi ... que » et exprime la peur de l'enfant.,comparaison,LBM-C1-FIG-001,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Le bain maure semblait aussi effrayant qu'une grotte sombre.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,Le mot « comme » rapproche les voix du son des cloches.,comparaison,LBM-C1-FIG-002,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Les voix des femmes résonnaient comme des cloches dans la grande salle.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La maison est comparée à une ville pour souligner la diversité de ses habitants.,comparaison,LBM-C1-FIG-003,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Dans ses souvenirs, Dar Chouafa apparaît telle une petite ville enfermée dans une maison.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La comparaison montre la valeur affective accordée aux objets ordinaires.,comparaison,LBM-C1-FIG-004,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Les objets de la boîte brillent dans l'esprit de l'enfant comme des trésors rares.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La comparaison met en évidence la reconstruction subjective du souvenir.,comparaison,LBM-C1-FIG-005,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La mémoire du narrateur agit comme un miroir imparfait qui transforme le passé en récit.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La boîte est directement assimilée à un royaume sans outil de comparaison.,metaphore,LBM-C1-FIG-006,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La boîte est le petit royaume de Sidi Mohammed.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,Le hammam est assimilé à l'enfer afin d'intensifier le malaise.,metaphore,LBM-C1-FIG-007,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Le bain maure est un enfer pour l'enfant.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La maison est assimilée à un théâtre pour représenter la vie collective.,metaphore,LBM-C1-FIG-008,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Dar Chouafa est un théâtre où chaque voisine joue son rôle.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La solitude est représentée comme un fil assurant la continuité entre deux époques.,metaphore,LBM-C1-FIG-009,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La solitude est le fil invisible qui relie l'enfant au narrateur adulte.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La mémoire est présentée comme une force qui reconstruit l'espace du passé.,metaphore,LBM-C1-FIG-010,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La mémoire bâtit une seconde maison à l'intérieur du récit.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La maison reçoit l'action humaine d'écouter.,personnification,LBM-C1-FIG-011,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La maison écoute les conversations de ses habitantes.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,Un objet reçoit la capacité humaine de consoler.,personnification,LBM-C1-FIG-012,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La boîte console l'enfant lorsqu'il est triste.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'impasse est présentée comme capable de retenir des secrets.,personnification,LBM-C1-FIG-013,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,L'impasse retient les bruits et les secrets du voisinage.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La mémoire reçoit une volonté humaine de sélectionner.,personnification,LBM-C1-FIG-014,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La mémoire choisit certains détails et abandonne les autres dans l'ombre.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,Le silence devient un observateur autonome.,personnification,LBM-C1-FIG-015,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Le silence de l'enfant observe la foule sans jamais la rejoindre.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La liste de sensations souligne l'agitation du hammam.,accumulation,LBM-C1-FIG-016,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Chaleur, vapeur, cris et mouvements effraient Sidi Mohammed.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'énumération donne une image dense de la vie collective.,accumulation,LBM-C1-FIG-017,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Voisines, enfants, visiteurs, récits et disputes remplissent Dar Chouafa.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La succession d'objets montre la diversité de la collection.,accumulation,LBM-C1-FIG-018,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Billes, boutons, morceaux de verre et petits objets composent le trésor de l'enfant.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'accumulation traduit la complexité des émotions.,accumulation,LBM-C1-FIG-019,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"La peur, la curiosité, la honte et l'émerveillement se mêlent dans la perception enfantine.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La liste montre que le souvenir mobilise plusieurs dimensions.,accumulation,LBM-C1-FIG-020,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Rites, paroles, gestes, odeurs et couleurs construisent la mémoire sensorielle du chapitre.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La répétition de « seul » insiste sur l'isolement.,repetition,LBM-C1-FIG-021,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Seul dans la maison, seul dans la rue, seul avec ses pensées.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La reprise de « il attend » souligne la durée et l'impatience.,repetition,LBM-C1-FIG-022,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Il attend le calme, il attend le soir, il attend de retrouver sa boîte.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La répétition imite l'abondance de la parole orale.,repetition,LBM-C1-FIG-023,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"La mère raconte, raconte encore, puis reprend la même histoire.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'anaphore organise le retour progressif de la mémoire.,repetition,LBM-C1-FIG-024,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Je me souviens des lieux, je me souviens des voix, je me souviens surtout de la solitude.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,La répétition construit une opposition entre le groupe et l'intimité.,repetition,LBM-C1-FIG-025,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,"Dans le bruit il se tait, dans la foule il se tait, dans son refuge seulement il parle.",figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'exagération amplifie la peur ressentie par l'enfant.,hyperbole,LBM-C1-FIG-026,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Le bain maure était le lieu le plus terrible du monde.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'effet des cris est volontairement exagéré.,hyperbole,LBM-C1-FIG-027,importante,,fr,debutant,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Les cris des femmes faisaient trembler toute la maison.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'exagération insiste sur son goût pour le récit.,hyperbole,LBM-C1-FIG-028,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Lalla Zoubida pouvait raconter une dispute pendant des heures sans s'arrêter.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'exagération exprime la valeur immense de la boîte.,hyperbole,LBM-C1-FIG-029,importante,,fr,intermediaire,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,La petite boîte contenait pour lui toutes les merveilles de l'univers.,figure_de_style,synthetique_revue_provisoire,
,,,1,,,False,L'amplification montre la puissance de la mémoire autobiographique.,hyperbole,LBM-C1-FIG-030,importante,,fr,avance,Exemple créé pour entraîner la reconnaissance de la figure; ce n'est pas une citation du roman.,,figure_de_style,,,True,La Boîte à merveilles,,"SRC_ANALYSE_LFRANCAIS, SRC_ALLOSCHOOL",,train,True,,Chaque souvenir devient un monde entier dans la conscience du narrateur.,figure_de_style,synthetique_revue_provisoire,
,,1,1,contextualisation,,False,,,LBM-C1-EXAM-001,importante,,fr,debutant,,Indiquez le titre de l'œuvre et le nom de son auteur.,regional_exam_question,format régional marocain — question adaptée,"La Boîte à merveilles, d'Ahmed Sefrioui.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,contextualisation,,False,,,LBM-C1-EXAM-002,importante,,fr,debutant,,Quel est le genre de La Boîte à merveilles ?,regional_exam_question,format régional marocain — question adaptée,Il s'agit d'un roman autobiographique.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,contextualisation,,False,,,LBM-C1-EXAM-003,importante,,fr,debutant,,Nommez le personnage principal du roman.,regional_exam_question,format régional marocain — question adaptée,Sidi Mohammed.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,contextualisation,,False,,,LBM-C1-EXAM-004,importante,,fr,intermediaire,,Situez le premier chapitre dans l'organisation générale du récit.,regional_exam_question,format régional marocain — question adaptée,"Il ouvre le récit, présente le cadre et les personnages, puis installe les thèmes majeurs.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,contextualisation,,False,,,LBM-C1-EXAM-005,importante,,fr,avance,,Expliquez pourquoi l'ouverture du roman peut être qualifiée de rétrospective.,regional_exam_question,format régional marocain — question adaptée,Le narrateur adulte revient sur son enfance et raconte des événements antérieurs.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
