profile_id,attempt_id,synthetic,generator_version,label_niveau,score_global,questions_repondues,bonnes_reponses,taux_reponse,score_comprehension,score_langue_grammaire,score_connaissance_oeuvres,score_figures_procedes,score_interpretation_justification,score_debutant,score_intermediaire,score_avance
debutant_0258,2,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,75,0,14,43,17
debutant_0258,3,True,positioning_synthetic_v1,debutant,15,20,3,100,25,25,0,0,25,14,29,0
debutant_0258,4,True,positioning_synthetic_v1,debutant,5,20,1,100,0,0,25,0,0,0,14,0
debutant_0259,1,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,25,0,50,43,14,0
debutant_0259,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,0,25,25,50,29,29,17
debutant_0259,3,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,25,25,25,43,14,0
debutant_0259,4,True,positioning_synthetic_v1,debutant,30,20,6,100,25,50,0,50,25,57,29,0
debutant_0260,1,True,positioning_synthetic_v1,debutant,10,20,2,100,25,25,0,0,0,29,0,0
debutant_0260,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,25,50,0,57,14,0
debutant_0260,3,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,50,0,0,43,14,0
debutant_0260,4,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,50,0,0,29,14,0
debutant_0261,1,True,positioning_synthetic_v1,debutant,15,20,3,100,0,25,0,0,50,29,14,0
debutant_0261,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,0,25,50,43,14,0
debutant_0261,3,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,25,0,50,43,0,17
debutant_0261,4,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,25,25,25,14,43,0
debutant_0262,1,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,50,25,25,43,14,33
debutant_0262,2,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,0,50,50,43,29,17
debutant_0262,3,True,positioning_synthetic_v1,debutant,25,20,5,100,0,0,50,75,0,43,14,17
debutant_0262,4,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,50,25,25,43,29,33
debutant_0263,1,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,25,0,25,14,14,0
debutant_0263,2,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,0,0,50,14,14,0
debutant_0263,3,True,positioning_synthetic_v1,debutant,15,20,3,100,50,25,0,0,0,29,14,0
debutant_0263,4,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,0,50,0,57,0,0
debutant_0264,1,True,positioning_synthetic_v1,debutant,30,20,6,100,25,50,25,0,50,57,29,0
debutant_0264,2,True,positioning_synthetic_v1,debutant,0,20,0,100,0,0,0,0,0,0,0,0
debutant_0264,3,True,positioning_synthetic_v1,debutant,55,20,11,100,25,100,50,50,50,86,57,17
debutant_0264,4,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,25,50,25,86,14,0
debutant_0265,1,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,0,0,50,29,0,17
debutant_0265,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,0,0,50,43,0,17
debutant_0265,3,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,0,25,25,14,29,0
debutant_0265,4,True,positioning_synthetic_v1,debutant,15,20,3,100,25,25,0,25,0,29,0,17
debutant_0266,1,True,positioning_synthetic_v1,debutant,25,20,5,100,25,0,0,50,50,29,43,0
debutant_0266,2,True,positioning_synthetic_v1,debutant,25,20,5,100,50,25,50,0,0,29,29,17
debutant_0266,3,True,positioning_synthetic_v1,debutant,50,20,10,100,25,75,75,25,50,86,29,33
debutant_0266,4,True,positioning_synthetic_v1,debutant,50,20,10,100,25,75,50,75,25,57,57,33
debutant_0267,1,True,positioning_synthetic_v1,debutant,15,20,3,100,0,0,25,25,25,14,14,17
debutant_0267,2,True,positioning_synthetic_v1,debutant,30,20,6,100,25,0,75,25,25,29,43,17
debutant_0267,3,True,positioning_synthetic_v1,debutant,10,20,2,100,0,25,25,0,0,14,14,0
debutant_0267,4,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,50,25,25,71,14,17
debutant_0268,1,True,positioning_synthetic_v1,debutant,40,20,8,100,25,50,25,50,50,57,14,50
debutant_0268,2,True,positioning_synthetic_v1,debutant,30,20,6,100,25,50,50,0,25,29,29,33
debutant_0268,3,True,positioning_synthetic_v1,debutant,50,20,10,100,50,100,25,25,50,71,57,17
debutant_0268,4,True,positioning_synthetic_v1,debutant,40,20,8,100,75,0,75,50,0,57,14,50
debutant_0269,1,True,positioning_synthetic_v1,debutant,25,20,5,100,0,0,25,50,50,29,43,0
debutant_0269,2,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,0,0,50,14,14,0
debutant_0269,3,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,25,25,0,29,29,0
debutant_0269,4,True,positioning_synthetic_v1,debutant,10,20,2,100,0,25,0,0,25,14,14,0
debutant_0270,1,True,positioning_synthetic_v1,debutant,20,20,4,100,25,50,0,25,0,29,14,17
debutant_0270,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,50,25,0,25,57,0,17
debutant_0270,3,True,positioning_synthetic_v1,debutant,45,20,9,100,50,50,25,50,50,71,43,17
debutant_0270,4,True,positioning_synthetic_v1,debutant,30,20,6,100,0,50,25,75,0,29,43,17
debutant_0271,1,True,positioning_synthetic_v1,debutant,10,20,2,100,0,25,25,0,0,14,0,17
debutant_0271,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,0,50,25,29,29,17
debutant_0271,3,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,50,25,0,57,0,0
debutant_0271,4,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,50,25,29,29,17
debutant_0272,1,True,positioning_synthetic_v1,debutant,25,20,5,100,25,0,0,50,50,43,29,0
debutant_0272,2,True,positioning_synthetic_v1,debutant,40,20,8,100,50,50,50,25,25,57,29,33
debutant_0272,3,True,positioning_synthetic_v1,debutant,35,20,7,100,50,0,25,25,75,43,29,33
debutant_0272,4,True,positioning_synthetic_v1,debutant,30,20,6,100,50,0,0,50,50,43,43,0
debutant_0273,1,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,50,0,25,43,14,17
debutant_0273,2,True,positioning_synthetic_v1,debutant,25,20,5,100,75,25,0,25,0,43,29,0
debutant_0273,3,True,positioning_synthetic_v1,debutant,40,20,8,100,50,25,75,25,25,57,43,17
debutant_0273,4,True,positioning_synthetic_v1,debutant,25,20,5,100,75,0,25,0,25,57,14,0
debutant_0274,1,True,positioning_synthetic_v1,debutant,10,20,2,100,25,0,0,25,0,14,14,0
debutant_0274,2,True,positioning_synthetic_v1,debutant,15,20,3,100,0,0,50,0,25,43,0,0
debutant_0274,3,True,positioning_synthetic_v1,debutant,15,20,3,100,25,25,0,0,25,43,0,0
debutant_0274,4,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,0,25,50,29,14,17
debutant_0275,1,True,positioning_synthetic_v1,debutant,5,20,1,100,0,0,0,25,0,0,14,0
debutant_0275,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,50,0,25,0,43,0,17
debutant_0275,3,True,positioning_synthetic_v1,debutant,5,20,1,100,0,0,0,25,0,14,0,0
debutant_0275,4,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,25,25,0,14,0,17
debutant_0276,1,True,positioning_synthetic_v1,debutant,15,20,3,100,25,25,0,0,25,14,14,17
debutant_0276,2,True,positioning_synthetic_v1,debutant,25,20,5,100,50,25,25,25,0,57,14,0
debutant_0276,3,True,positioning_synthetic_v1,debutant,35,20,7,100,25,0,25,75,50,71,29,0
debutant_0276,4,True,positioning_synthetic_v1,debutant,20,20,4,100,25,50,25,0,0,57,0,0
debutant_0277,1,True,positioning_synthetic_v1,debutant,50,20,10,100,25,50,25,50,100,57,57,33
debutant_0277,2,True,positioning_synthetic_v1,debutant,35,20,7,100,0,25,100,50,0,29,43,33
debutant_0277,3,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,25,50,14,43,17
debutant_0277,4,True,positioning_synthetic_v1,debutant,30,20,6,100,0,25,50,25,50,43,29,17
debutant_0278,1,True,positioning_synthetic_v1,debutant,10,20,2,100,25,0,0,0,25,14,14,0
debutant_0278,2,True,positioning_synthetic_v1,debutant,0,20,0,100,0,0,0,0,0,0,0,0
debutant_0278,3,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,50,0,50,29,29,33
debutant_0278,4,True,positioning_synthetic_v1,debutant,25,20,5,100,25,50,0,25,25,71,0,0
debutant_0279,1,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,0,25,25,14,0,17
debutant_0279,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,25,0,50,43,0,33
debutant_0279,3,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,25,0,25,29,0,0
debutant_0279,4,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,25,25,0,43,0,0
debutant_0280,1,True,positioning_synthetic_v1,debutant,30,20,6,100,25,50,25,25,25,43,43,0
debutant_0280,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,50,25,0,43,14,0
debutant_0280,3,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,50,25,43,14,17
debutant_0280,4,True,positioning_synthetic_v1,debutant,40,20,8,100,0,50,50,50,50,29,29,67
debutant_0281,1,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,25,25,0,43,14,0
debutant_0281,2,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,25,50,57,14,0
debutant_0281,3,True,positioning_synthetic_v1,debutant,30,20,6,100,50,25,50,0,25,29,29,33
debutant_0281,4,True,positioning_synthetic_v1,debutant,15,20,3,100,0,50,25,0,0,29,14,0
debutant_0282,1,True,positioning_synthetic_v1,debutant,15,20,3,100,25,25,25,0,0,14,14,17
debutant_0282,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,0,25,25,43,14,0
debutant_0282,3,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,50,0,25,43,0,33
debutant_0282,4,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,25,25,0,43,14,0
debutant_0283,1,True,positioning_synthetic_v1,debutant,35,20,7,100,50,50,25,50,0,57,43,0
debutant_0283,2,True,positioning_synthetic_v1,debutant,30,20,6,100,50,25,50,0,25,57,29,0
debutant_0283,3,True,positioning_synthetic_v1,debutant,25,20,5,100,50,50,0,0,25,43,14,17
debutant_0283,4,True,positioning_synthetic_v1,debutant,60,20,12,100,75,75,50,50,50,86,57,33
debutant_0284,1,True,positioning_synthetic_v1,debutant,40,20,8,100,75,50,0,50,25,86,29,0
debutant_0284,2,True,positioning_synthetic_v1,debutant,30,20,6,100,25,50,25,25,25,29,29,33
debutant_0284,3,True,positioning_synthetic_v1,debutant,40,20,8,100,25,50,25,50,50,57,29,33
debutant_0284,4,True,positioning_synthetic_v1,debutant,30,20,6,100,50,25,25,25,25,29,43,17
debutant_0285,1,True,positioning_synthetic_v1,debutant,25,20,5,100,0,0,0,75,50,29,29,17
debutant_0285,2,True,positioning_synthetic_v1,debutant,40,20,8,100,50,50,0,75,25,57,29,33
debutant_0285,3,True,positioning_synthetic_v1,debutant,30,20,6,100,0,0,25,50,75,43,14,33
debutant_0285,4,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,25,25,0,14,0,17
debutant_0286,1,True,positioning_synthetic_v1,debutant,40,20,8,100,25,25,75,25,50,71,29,17
debutant_0286,2,True,positioning_synthetic_v1,debutant,30,20,6,100,50,0,25,50,25,57,14,17
debutant_0286,3,True,positioning_synthetic_v1,debutant,35,20,7,100,50,0,0,100,25,57,29,17
debutant_0286,4,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,0,25,25,14,14,17
debutant_0287,1,True,positioning_synthetic_v1,debutant,20,20,4,100,50,25,0,25,0,43,14,0
debutant_0287,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,75,0,0,25,29,0,50
debutant_0287,3,True,positioning_synthetic_v1,debutant,15,20,3,100,25,25,0,25,0,29,14,0
debutant_0287,4,True,positioning_synthetic_v1,debutant,20,20,4,100,50,0,25,0,25,43,14,0
debutant_0288,1,True,positioning_synthetic_v1,debutant,35,20,7,100,25,75,25,0,50,57,29,17
debutant_0288,2,True,positioning_synthetic_v1,debutant,40,20,8,100,25,50,0,50,75,57,14,50
debutant_0288,3,True,positioning_synthetic_v1,debutant,25,20,5,100,25,50,25,25,0,14,43,17
debutant_0288,4,True,positioning_synthetic_v1,debutant,40,20,8,100,0,50,50,75,25,57,29,33
debutant_0289,1,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,25,50,0,29,14,17
debutant_0289,2,True,positioning_synthetic_v1,debutant,15,20,3,100,0,0,25,0,50,29,0,17
debutant_0289,3,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,0,25,25,43,14,0
debutant_0289,4,True,positioning_synthetic_v1,debutant,5,20,1,100,0,0,0,25,0,14,0,0
debutant_0290,1,True,positioning_synthetic_v1,debutant,15,20,3,100,0,25,0,50,0,29,14,0
debutant_0290,2,True,positioning_synthetic_v1,debutant,25,20,5,100,50,0,25,25,25,29,43,0
debutant_0290,3,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,25,25,50,43,14,33
debutant_0290,4,True,positioning_synthetic_v1,debutant,20,20,4,100,50,0,0,25,25,29,29,0
debutant_0291,1,True,positioning_synthetic_v1,debutant,15,20,3,100,0,25,25,0,25,14,14,17
debutant_0291,2,True,positioning_synthetic_v1,debutant,15,20,3,100,25,25,0,0,25,14,29,0
debutant_0291,3,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,25,0,25,29,0,17
debutant_0291,4,True,positioning_synthetic_v1,debutant,20,20,4,100,25,50,0,0,25,29,0,33
debutant_0292,1,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,25,50,0,29,29,0
debutant_0292,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,25,0,50,43,29,0
debutant_0292,3,True,positioning_synthetic_v1,debutant,10,20,2,100,0,25,25,0,0,29,0,0
debutant_0292,4,True,positioning_synthetic_v1,debutant,10,20,2,100,0,25,0,25,0,29,0,0
debutant_0293,1,True,positioning_synthetic_v1,debutant,15,20,3,100,0,0,0,50,25,29,0,17
debutant_0293,2,True,positioning_synthetic_v1,debutant,25,20,5,100,25,75,0,25,0,29,43,0
debutant_0293,3,True,positioning_synthetic_v1,debutant,45,20,9,100,50,75,25,50,25,57,43,33
debutant_0293,4,True,positioning_synthetic_v1,debutant,5,20,1,100,25,0,0,0,0,0,14,0
debutant_0294,1,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,25,50,25,43,43,17
debutant_0294,2,True,positioning_synthetic_v1,debutant,30,20,6,100,0,25,50,50,25,57,14,17
debutant_0294,3,True,positioning_synthetic_v1,debutant,55,20,11,100,50,75,50,75,25,100,43,17
debutant_0294,4,True,positioning_synthetic_v1,debutant,50,20,10,100,25,50,75,75,25,86,57,0
debutant_0295,1,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,0,25,25,14,14,0
debutant_0295,2,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,0,0,50,14,0,17
debutant_0295,3,True,positioning_synthetic_v1,debutant,15,20,3,100,25,50,0,0,0,29,14,0
debutant_0295,4,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,25,50,0,14,29,17
debutant_0296,1,True,positioning_synthetic_v1,debutant,20,20,4,100,50,0,0,0,50,43,0,17
debutant_0296,2,True,positioning_synthetic_v1,debutant,25,20,5,100,50,25,0,0,50,14,29,33
debutant_0296,3,True,positioning_synthetic_v1,debutant,25,20,5,100,25,75,25,0,0,29,29,17
debutant_0296,4,True,positioning_synthetic_v1,debutant,15,20,3,100,0,0,50,25,0,14,14,17
debutant_0297,1,True,positioning_synthetic_v1,debutant,40,20,8,100,50,50,50,0,50,86,29,0
debutant_0297,2,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,0,50,50,43,43,17
debutant_0297,3,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,0,50,50,43,14,17
debutant_0297,4,True,positioning_synthetic_v1,debutant,30,20,6,100,50,75,0,0,25,57,14,17
debutant_0298,1,True,positioning_synthetic_v1,debutant,25,20,5,100,50,25,25,25,0,43,14,17
debutant_0298,2,True,positioning_synthetic_v1,debutant,40,20,8,100,50,75,0,0,75,57,43,17
debutant_0298,3,True,positioning_synthetic_v1,debutant,45,20,9,100,75,50,25,0,75,71,43,17
debutant_0298,4,True,positioning_synthetic_v1,debutant,30,20,6,100,0,25,50,25,50,29,43,17
debutant_0299,1,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,25,0,50,14,14,33
debutant_0299,2,True,positioning_synthetic_v1,debutant,15,20,3,100,0,50,0,0,25,29,14,0
debutant_0299,3,True,positioning_synthetic_v1,debutant,40,20,8,100,50,50,25,25,50,29,14,83
debutant_0299,4,True,positioning_synthetic_v1,debutant,35,20,7,100,25,25,25,25,75,71,14,17
debutant_0300,1,True,positioning_synthetic_v1,debutant,40,20,8,100,75,25,25,50,25,71,29,17
debutant_0300,2,True,positioning_synthetic_v1,debutant,25,20,5,100,0,0,75,25,25,43,14,17
debutant_0300,3,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,0,50,25,29,29,0
debutant_0300,4,True,positioning_synthetic_v1,debutant,35,20,7,100,50,25,25,50,25,43,43,17
debutant_0301,1,True,positioning_synthetic_v1,debutant,10,20,2,100,25,0,25,0,0,14,14,0
debutant_0301,2,True,positioning_synthetic_v1,debutant,20,20,4,100,50,0,0,25,25,14,29,17
debutant_0301,3,True,positioning_synthetic_v1,debutant,30,20,6,100,0,50,0,50,50,43,29,17
debutant_0301,4,True,positioning_synthetic_v1,debutant,5,20,1,100,0,0,0,25,0,14,0,0
debutant_0302,1,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,25,25,25,14,29,17
debutant_0302,2,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,50,25,43,14,17
debutant_0302,3,True,positioning_synthetic_v1,debutant,30,20,6,100,0,50,50,25,25,14,57,17
debutant_0302,4,True,positioning_synthetic_v1,debutant,35,20,7,100,25,0,25,50,75,43,29,33
debutant_0303,1,True,positioning_synthetic_v1,debutant,35,20,7,100,25,0,25,50,75,71,29,0
debutant_0303,2,True,positioning_synthetic_v1,debutant,40,20,8,100,25,25,75,25,50,71,29,17
debutant_0303,3,True,positioning_synthetic_v1,debutant,35,20,7,100,25,25,50,50,25,57,29,17
debutant_0303,4,True,positioning_synthetic_v1,debutant,40,20,8,100,25,50,75,50,0,57,29,33
debutant_0304,1,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,50,25,25,57,14,0
debutant_0304,2,True,positioning_synthetic_v1,debutant,20,20,4,100,50,25,0,0,25,29,29,0
debutant_0304,3,True,positioning_synthetic_v1,debutant,25,20,5,100,25,0,25,50,25,43,14,17
debutant_0304,4,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,25,25,50,43,43,0
debutant_0305,1,True,positioning_synthetic_v1,debutant,20,20,4,100,25,50,0,25,0,14,29,17
debutant_0305,2,True,positioning_synthetic_v1,debutant,30,20,6,100,25,75,0,25,25,29,29,33
debutant_0305,3,True,positioning_synthetic_v1,debutant,35,20,7,100,75,50,50,0,0,71,14,17
debutant_0305,4,True,positioning_synthetic_v1,debutant,20,20,4,100,50,0,25,0,25,43,14,0
debutant_0306,1,True,positioning_synthetic_v1,debutant,5,20,1,100,25,0,0,0,0,0,14,0
debutant_0306,2,True,positioning_synthetic_v1,debutant,20,20,4,100,0,50,25,25,0,43,14,0
debutant_0306,3,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,0,25,25,29,14,17
debutant_0306,4,True,positioning_synthetic_v1,debutant,10,20,2,100,50,0,0,0,0,0,14,17
debutant_0307,1,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,50,0,50,29,43,17
debutant_0307,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,0,25,50,14,43,0
debutant_0307,3,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,50,25,25,43,0,50
debutant_0307,4,True,positioning_synthetic_v1,debutant,15,20,3,100,0,25,25,25,0,14,14,17
debutant_0308,1,True,positioning_synthetic_v1,debutant,10,20,2,100,0,25,0,0,25,14,0,17
debutant_0308,2,True,positioning_synthetic_v1,debutant,10,20,2,100,25,0,0,0,25,14,14,0
debutant_0308,3,True,positioning_synthetic_v1,debutant,10,20,2,100,0,25,25,0,0,14,14,0
debutant_0308,4,True,positioning_synthetic_v1,debutant,15,20,3,100,0,25,25,25,0,29,0,17
debutant_0309,1,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,0,50,25,43,14,0
debutant_0309,2,True,positioning_synthetic_v1,debutant,35,20,7,100,25,0,25,50,75,57,14,33
debutant_0309,3,True,positioning_synthetic_v1,debutant,30,20,6,100,25,50,25,0,50,43,14,33
debutant_0309,4,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,50,0,0,43,0,0
debutant_0310,1,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,25,0,75,57,29,17
debutant_0310,2,True,positioning_synthetic_v1,debutant,30,20,6,100,50,25,25,0,50,57,29,0
debutant_0310,3,True,positioning_synthetic_v1,debutant,45,20,9,100,75,25,0,50,75,57,43,33
debutant_0310,4,True,positioning_synthetic_v1,debutant,45,20,9,100,50,50,50,25,50,100,14,17
debutant_0311,1,True,positioning_synthetic_v1,debutant,25,20,5,100,50,25,0,25,25,57,14,0
debutant_0311,2,True,positioning_synthetic_v1,debutant,30,20,6,100,50,50,25,0,25,14,57,17
debutant_0311,3,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,25,25,25,14,29,33
debutant_0311,4,True,positioning_synthetic_v1,debutant,5,20,1,100,0,25,0,0,0,0,14,0
debutant_0312,1,True,positioning_synthetic_v1,debutant,20,20,4,100,0,50,0,25,25,43,14,0
debutant_0312,2,True,positioning_synthetic_v1,debutant,30,20,6,100,25,25,50,50,0,57,29,0
debutant_0312,3,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,25,0,75,43,43,17
debutant_0312,4,True,positioning_synthetic_v1,debutant,20,20,4,100,50,0,25,25,0,43,14,0
debutant_0313,1,True,positioning_synthetic_v1,debutant,50,20,10,100,75,50,75,50,0,71,43,33
debutant_0313,2,True,positioning_synthetic_v1,debutant,25,20,5,100,0,100,0,25,0,29,29,17
debutant_0313,3,True,positioning_synthetic_v1,debutant,15,20,3,100,0,50,25,0,0,14,14,17
debutant_0313,4,True,positioning_synthetic_v1,debutant,35,20,7,100,50,25,50,0,50,71,29,0
debutant_0314,1,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,25,25,25,57,14,0
debutant_0314,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,25,50,0,43,14,0
debutant_0314,3,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,25,50,0,43,0,17
debutant_0314,4,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,50,50,0,57,14,33
debutant_0315,1,True,positioning_synthetic_v1,debutant,40,20,8,100,25,50,0,75,50,71,43,0
debutant_0315,2,True,positioning_synthetic_v1,debutant,30,20,6,100,50,25,25,25,25,29,43,17
debutant_0315,3,True,positioning_synthetic_v1,debutant,40,20,8,100,25,25,50,25,75,29,71,17
debutant_0315,4,True,positioning_synthetic_v1,debutant,45,20,9,100,50,75,75,0,25,86,43,0
debutant_0316,1,True,positioning_synthetic_v1,debutant,25,20,5,100,25,50,25,0,25,71,0,0
debutant_0316,2,True,positioning_synthetic_v1,debutant,20,20,4,100,0,25,25,0,50,29,29,0
debutant_0316,3,True,positioning_synthetic_v1,debutant,60,20,12,100,50,100,25,100,25,57,71,50
debutant_0316,4,True,positioning_synthetic_v1,debutant,20,20,4,100,25,0,0,75,0,14,43,0
debutant_0317,1,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,0,25,25,29,0,17
debutant_0317,2,True,positioning_synthetic_v1,debutant,15,20,3,100,0,50,0,0,25,29,0,17
debutant_0317,3,True,positioning_synthetic_v1,debutant,40,20,8,100,50,50,25,50,25,57,43,17
debutant_0317,4,True,positioning_synthetic_v1,debutant,50,20,10,100,50,50,75,25,50,43,57,50
debutant_0318,1,True,positioning_synthetic_v1,debutant,40,20,8,100,50,50,0,25,75,57,43,17
debutant_0318,2,True,positioning_synthetic_v1,debutant,40,20,8,100,25,25,75,25,50,29,57,33
debutant_0318,3,True,positioning_synthetic_v1,debutant,65,20,13,100,75,100,25,75,50,71,71,50
debutant_0318,4,True,positioning_synthetic_v1,debutant,30,20,6,100,0,50,25,50,25,57,14,17
debutant_0319,1,True,positioning_synthetic_v1,debutant,15,20,3,100,0,50,25,0,0,0,29,17
debutant_0319,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,50,0,0,25,29,29,0
debutant_0319,3,True,positioning_synthetic_v1,debutant,30,20,6,100,50,0,50,25,25,29,29,33
debutant_0319,4,True,positioning_synthetic_v1,debutant,25,20,5,100,0,0,50,25,50,29,29,17
debutant_0320,1,True,positioning_synthetic_v1,debutant,35,20,7,100,25,25,50,25,50,57,29,17
debutant_0320,2,True,positioning_synthetic_v1,debutant,35,20,7,100,0,50,25,50,50,29,29,50
debutant_0320,3,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,0,50,0,43,0,0
debutant_0320,4,True,positioning_synthetic_v1,debutant,25,20,5,100,50,0,0,50,25,43,29,0
debutant_0321,1,True,positioning_synthetic_v1,debutant,5,20,1,100,0,0,0,25,0,0,14,0
debutant_0321,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,25,25,0,57,0,0
debutant_0321,3,True,positioning_synthetic_v1,debutant,40,20,8,100,25,25,50,50,50,57,43,17
debutant_0321,4,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,25,25,25,29,29,17
debutant_0322,1,True,positioning_synthetic_v1,debutant,15,20,3,100,25,0,0,25,25,29,0,17
debutant_0322,2,True,positioning_synthetic_v1,debutant,20,20,4,100,25,25,25,25,0,43,14,0
debutant_0322,3,True,positioning_synthetic_v1,debutant,50,20,10,100,75,50,25,50,50,86,43,17
debutant_0322,4,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,50,25,43,14,17
debutant_0323,1,True,positioning_synthetic_v1,debutant,10,20,2,100,0,0,25,0,25,29,0,0
debutant_0323,2,True,positioning_synthetic_v1,debutant,35,20,7,100,75,25,25,25,25,71,14,17
debutant_0323,3,True,positioning_synthetic_v1,debutant,25,20,5,100,25,25,25,25,25,29,14,33
debutant_0323,4,True,positioning_synthetic_v1,debutant,25,20,5,100,25,0,50,25,25,43,14,17
debutant_0324,1,True,positioning_synthetic_v1,debutant,50,20,10,100,50,50,75,50,25,43,71,33
debutant_0324,2,True,positioning_synthetic_v1,debutant,25,20,5,100,0,25,25,50,25,71,0,0
debutant_0324,3,True,positioning_synthetic_v1,debutant,55,20,11,100,50,100,50,50,25,71,57,33
debutant_0324,4,True,positioning_synthetic_v1,debutant,40,20,8,100,50,50,50,0,50,57,29,33
debutant_0325,1,True,positioning_synthetic_v1,debutant,20,20,4,100,0,0,50,0,50,43,14,0
debutant_0325,2,True,positioning_synthetic_v1,debutant,35,20,7,100,25,50,25,25,50,29,29,50
debutant_0325,3,True,positioning_synthetic_v1,debutant,35,20,7,100,50,50,25,25,25,71,14,17
debutant_0325,4,True,positioning_synthetic_v1,debutant,35,20,7,100,25,75,25,25,25,86,14,0
debutant_0326,1,True,positioning_synthetic_v1,debutant,25,20,5,100,0,0,50,0,75,29,43,0
